lang,text
fra,"L'hypothèse de simple connexité est cruciale. Par exemple, l'application z ↦ z2, de C* dans lui-même, est un C∞-difféomorphisme local (son jacobien en z est égal à 4|z|2 donc n'est jamais nul) mais n'est pas injective (c'est un 2-revêtement)."
ita,L'antilope quadricorne misura appena mezzo metro d'altezza al garrese e pesa circa 20 chilogrammi. Le antilopi quadricorni hanno un manto giallo-bruno con le regioni inferiori e l'interno delle zampe bianco. Le zampe sono sottili e su quelle anteriori è presente una striscia nera.
por,"Fundada em 1535, Olinda é a mais antiga entre as cidades brasileiras declaradas Patrimônio Histórico e Cultural da Humanidade pela UNESCO, e foi o segundo centro histórico do país a receber tal título, em 1982, após Ouro Preto. Em que pesem a descaracterização de parte do seu casario histórico e a perda de diversos exemplares da arquitetura quinhentista com o ataque holandês, Olinda abriga dezenas de igrejas e conventos barrocos de inestimável valor histórico, e mantém o seu traçado urbano colonial. É uma localidade de grande relevo na história do Brasil."
pol,"Pod koniec marca 2015 termin składania wniosków o udział w tym konkursie został przesunięty na 29 maja. Do tego czasu udział zgłosiło 9 podmiotów, z których 5 chciało zaprojektować odcinek wschodni-północny, a pozostałe 4 zachodni. W międzyczasie, w połowie kwietnia, z warunków konkursu usunięto zapis o zaprojektowaniu konstrukcji stacji Zacisze w sposób umożliwiający w przyszłości odgałęzienie linii w kierunku Białołęki, a także wykreślono wymagania co do kontynuacji stylistyki stacji odcinka centralnego w zakresie wyjść i ścian zatorowych."
nld,"Alle narcissensoorten bevatten het uiterst giftige alkaloide lycorine, voornamelijk in de bol maar ook in het blad. Grazend vee mijdt daarom de narcis en in kaalgegraasde weides kan men dan ook vaak uitbundige bossen bloeiende narcissen zien staan."
pol,„Łąki w Starej Łagiszy” przy ulicy Dąbrowskiej (Łagisza) – dobrze rozwinięte zespoły roślinności wilgotnych łąk z gatunkami prawnie chronionymi oraz 3 gatunkami ptaków lęgowych;
nld,"De stelling is berucht omdat hij zo lastig met meetkundige middelen is te bewijzen, en er vele foute bewijzen zijn gegeven, en beroemd omdat er veel verschillende bewijzen zijn gepubliceerd. Alle bewijzen zijn min of meer indirect en maken op een of andere wijze gebruik van de ordening van reële getallen. Opmerkelijk genoeg geldt de stelling ook niet wanneer in plaats van twee gelijke binnenbissectrices twee gelijke buitenbissectrices worden genomen."
deu,TPS wurde 1870 von Adolf Freiherr von Bissing auf Beerberg als Die christliche Kleinkinderschule. Zeitschrift für christliche Kleinkinderpflege und Erziehung ins Leben gerufen. Ihre Intention war:
pol,"2 stycznia r. 1946 poślubił Rosalind Maud Cubbitt (11 sierpnia 1921 - 14 lipca 1994), córkę Rolanda Cubitta, 3. barona Ashcombe, i Sonii Keppel, córki George Keppela i Alice Keppel, kochanki króla Edwarda VII. Bruce i Rosalind mieli razem syna i dwie córki:"
nld,"Een Power Ranger is een individu die kan transformeren in een superheld met behulp van een apparaat genaamd een ""morpher"" (letterlijk te vertalen als ""omvormer""). Deze held draagt altijd een kostuum in een specifieke kleur. Dit kostuum is gemaakt van spandex, en altijd voorzien van een helm die het gehele gezicht bedekt. De kostuums verschijnen en verdwijnen altijd spontaan als de Ranger transformeert of detransformeert. Een transformatie kan ook ongedaan worden gemaakt door een sterke fysieke aanval. Op de kleurverschillen en soms de bouw van de helm na zijn de kostuums van alle Rangers in een team identiek."
fra,"1828 : le domaine entre dans la famille Parseval, à la suite du mariage entre Félicité-Berthille Benon de Vosgines (1802 - 1853) et Jules-Alexandre de Parseval-Grandmaison (1795 - 1876), fils du poète François-Auguste de Parseval-Grandmaison et neveu du mathématicien Marc-Antoine Parseval"
eng,"The boys' soccer team was coached by Gene Chyzowych, one of the most successful active scholastic soccer coaches in the nation. The 2007 boys' soccer team won the North II, Group IV state sectional championship with a 1−0 win over Westfield High School in the tournament final."
eng,"The Farm of Roquemont. It takes its name from la Rosque’s fief, Bussy-Saint-Georges lords from 1490 to 1594; it was also the main source of the lords for the benefit of Bussy fief. Later, the farm was called the great farm of Bussy-Saint-Georges."
deu,"Bislang kaum beschrieben wurde der brisante politische Hintergrund der Reise, die allfällige Kolonialisierung der damals in dänischem Besitz befindlichen Nikobaren. Dieser Aspekt wurde in den einschlägigen Publikationen nach erheblichen Umwälzungen in der Monarchie weitgehend ausgeblendet. Erst das 2010 erschienene Buch befasst sich ausführlich damit."
ita,"Right Now è una canzone jazz/pop con un tempo veloce con la musica di Herbie Mann. Come strumentale jazz, è il titolo del brano di Right Now, un album del 1962 in stile Bossa Nova di Mann. Successivamente, nello stesso anno, con i testi di Sigman, la canzone è diventata popolare col cantante jazz Mel Tormé sull'album Comin' Home Baby! ed è stato il lato B del singolo con la title track."
fra,"La population de la commune est relativement âgée. Le taux de personnes d'un âge supérieur à 60 ans (23,7 %) est en effet supérieur au taux national (21,6 %) et au taux départemental (19,8 %). Contrairement aux répartitions nationale et départementale, la population masculine de la commune est supérieure à la population féminine (51 % contre 48,4 % au niveau national et 48,2 % au niveau départemental)."
spa,"Marcello Malpighi (Crevalcore, Bolonia, Italia, 10 de marzo de 1628—Roma, Lacio, 30 de noviembre de 1694) fue un anatomista y biólogo, considerado el fundador de la histología."
eng,"Her memoir, titled Every Secret Thing, was published in 1981. In contradiction of assertions that she had been given immunity on the Crocker robbery, the book caused authorities to consider bringing a new prosecution against her. In a 2009 interview for an NBC program on the case, she described the prosecutor's suggestions that she had been in a consensual relationship with Wolfe as an insult to rape victims and ""outrageous""."
ita,"In Italia è presente in tutta la penisola, nelle isole maggiori e in gran parte di quelle minori. Andando da sud verso nord nel suo areale, la specie diviene gradualmente meno diffusa mentre aumenta la diffusione di Podarcis muralis."
spa,"Una vez que la pelea termina, sorpresivamente, los chicos son noqueados por una nube de gas naranja, que los adormecería. Antes de caer, Marty divisa a lo lejos, unos robots."
deu,"James McMillan Shafter wurde am 27. Mai 1816 in Athens geboren. Er schloss die Wesleyan University ab und erhielt die Zulassung zum Anwalt. In das Repräsentantenhaus von Vermont wurde Shafter für die Whig Party als Abgeordneter bereits mit 20 Jahren gewählt. Im Jahr 1841 gewann er die Wahl für das Amt des Secretary of State. Dieses Amt übte er von 1842 bis 1849 aus. Im Jahr 1850 zog er nach Sheboygan, Wisconsin. Shafter kandidierte im Jahr 1852 erfolglos für einen Sitz für Wisconsin im Kongress der Vereinigten Staaten. Von 1850 bis 1856 war er Mitglied der Wisconsin State Assembly. Als er im Jahr 1855 zum Richter am District Court in Wisconsin gewählt wurde, lehnte er ab und zog im Jahr 1856 nach Kalifornien."
por,"No começo da década de 1990, o Bon Jovi estava saturado de trabalho. As brigas entre os membros se tornaram constantes e a banda resolveu ""dar um tempo"". Jon lançou um álbum solo, Blaze of Glory, trilha sonora do filme ""Young Guns 2"" (Jovens Demais Para Morrer 2) que incluiu os hits ""Blaze Of Glory"" (clipe que até hoje é um dos mais exibidos em toda história da MTV americana), e ""Miracle"". Richie também lançou um cd-solo, Stranger In This Town, mais baseado em suas raízes blues, o qual não chamou tanta atenção da mídia. As vendas foram baixas e a turnê promocional, bastante curta. O show mais lembrado foi em San Diego (EUA), em 1991, capturado no próprio soundboard e gravado em alguns CDs bootleg ao redor do mundo."
deu,"Während des Vorspanns sieht man, wie ein Mann sich ein grünes Armband um das Handgelenk bindet. Anschließend ist die Handlung in drei Teile aufgeteilt."
nld,"Microsoft benadrukt er op om software achterwaarts compatibel te maken en houden. Om dit te bereiken gaat Microsoft soms zo ver dat ze software ondersteunen die de API in een ongedocumenteerde of zelfs (voor de programmeur) illegale manier. Raymond Chen, een ontwikkelaar bij Microsoft die aan de Windows API werkt, heeft het volgende gezegd: ""Ik zou waarschijnlijk voor maanden over enkel en alleen toepassingen die foute dingen doen en wat we hebben moeten doen om hen terug werkende te krijgen, kunnen schrijven (vaak ondanks zichzelf). Dit is waarom ik zeer kwaad word wanneer mensen Microsoft ervan beschuldigen met kwaad opzet toepassingen te beschadigen tijdens besturingssysteem-upgrades. Als er ook maar één toepassing niet meer werkte op Windows 95, nam ik dit op als een persoonlijk falen."""
nld,"Cipriano de Valera (Fregenal de la Sierra, 1532 - Londen, 1602) was een Spaanse Bijbelvertaler. Hij vervulde een sleutelrol in de eerste revisie van de Bijbelvertaling van Casiodoro de Reina, die later bekend zou worden als de Reina-Valera. Valera is net als Reina monnik geweest in het klooster van de Hiëronymieten te Santiponce. Hij was een volgeling van Johannes Calvijn en heeft een deel van diens werk vertaald naar het Spaans. In 1558 vestigde hij zich in Engeland, waar hij de rest van zijn leven als balling doorbracht. Hij onderwees er kunsten, theologie en Spaans in Cambridge, Oxford en Londen. In 1582 begon hij met het reviseren van de Bijbelvertaling van Reina. Na deze revisie, die in 1602 verscheen, bleef de vertaling hun beider namen dragen, ook na latere revisies."
eng,"Before entering Parliament, Hanna practised law. He also served as a Councillor for the City of Marion from 1995 to 1997. He returned to practicing law in 2010 and, in 2014 was elected unopposed as Mayor of the City of Marion."
pol,Pułk stacjonował w Riazaniu. Wchodził w skład I Brygady 35 Dywizji Piechoty (XVII Korpus Armijny). W latach 1910-1914 jednostką dowodził pułkownik Józef Kononowicz.
eng,"For economic democracy to be feasible, three preconditions must be satisfied: Demotic self-reliance, demotic ownership of the means of production, and confederal allocation of resources."
spa,"Chika es una muy tímida estudiante de escuela media a la cual le falta confianza. Pechika tiene un uniforme parecido al de un chef, y trata de usar su estatus de Chica Mágica para aumentar su confianza, sin embargo, esta confianza fue destruida cuando se comparó a sí misma con sus increíbles compañeras de equipo, mas a lo largo de restart, su confianza lentamente aumenta. Ella es miembro del Equipo Clantail, siendo su cocinera ya que es incapaz de pelear al nivel de las otras debido a su habilidad, la cual le permite convertir cualquier cosa que toque con sus manos en comida en un plazo de 5 minutos, mas con el paso del tiempo ella comienza a disfrutar pelear. Ella es la décima Chica Mágica al morir, siendo atravesada por una flecha de Melville mientras protegía a Clantail."
nld,"Phocas Fokkens (Amsterdam, 20 december 1888 – Blaricum 2 september 1965) was een Nederlandse kunstschilder, aquarellist, etser, tekenaar en vervaardiger van houtsnedes. Hij schilderde landschappen, portretten en zelfportretten."
por,"No entanto, muitos escudos apresentam por vezes duas formas distintas: uma complexa, e outra simplificada, reduzida ao escudo propriamente dito (o que sucede por vezes quando há pouco espaço para inserir o brasão de armas maior). Inúmeros países apresentam assim as chamadas armas maiores e armas menores (veja-se o caso de Portugal)."
fra,"L'élite commence vraiment à se resserrer en 2000-2001 avec 21 équipes réparties en deux poules (une de dix clubs, l'autre de onze). Les quatre premières équipes de chaque poule sont qualifiées pour disputer des quarts de finale, la compétition se poursuivant par élimination directe jusqu'à la finale. L'élite est à nouveau réduite en 2001-2002 avec la création du Top 16 avec seize clubs répartis en deux poules. Les quatre premiers clubs de chaque poule disputent ensuite des play-offs, deux poules de quatre dont les deux premiers sont qualifiés pour les demi-finales. Cette formule est conservée jusqu'à la saison 2003-2004."
pol,"Jan Kacper Heurich, Jan Heurich starszy (ur. 21 czerwca 1834 w Warszawie, zm. 24 marca 1887 tamże) – polski architekt, przedstawiciel eklektyzmu; ojciec Jana Fryderyka."
spa,"El PEPRI no tiene en consideración los valores histórico artísticos que motivaron su protección. Especialmente, altera la peculiar trama en retícula, objeto de protección."
pol,"Morfeusz (gr. Μορφεύς Morpheus, łac. Morpheus) – w mitologii greckiej bóg i uosobienie marzeń sennych. Postać o wielkiej mądrości. Jego ojcem był Hypnos, bóg snu, stryjem Tanatos, bóg śmierci, posłaniec Hadesu, zaś braćmi – Ikelos (Fobetor) oraz Fantasos."
eng,The 2005 Qatar motorcycle Grand Prix was the fourteenth round of the 2005 MotoGP Championship. It took place on the weekend of 29 September-1 October 2005 at the Losail International Circuit.
ita,"David Strickland, all'anagrafe David Gordon Strickland Jr. (Glen Cove, 14 ottobre 1969 – Las Vegas, 22 marzo 1999), è stato un attore statunitense, conosciuto principalmente per la parte del reporter di musica rock Todd Stites nella sitcom della NBC Susan."
